"X_id","OFFENCE_YEAR","DIVISION","TICKET_TYPE","OFFENCE_CATEGORY","AGE_GROUP","HOOD_158","NEIGHBOURHOOD_158","TICKET_COUNT"
3882,2017,"D33","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","NSA","NSA",24
3883,2016,"D51","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","168","Downtown Yonge East",12
3884,2020,"D23","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","22","Humbermede",52
3885,2020,"D32","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","31","Yorkdale-Glen Park",51
3886,2014,"D12","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","23","Pelmo Park-Humberlea",68
3887,2014,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","16","Stonegate-Queensway",222
3888,2020,"D43","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","138","Eglinton East",17
3889,2021,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","11","Eringate-Centennial-West Deane",1
3890,2014,"D41","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","125","Ionview",106
3891,2018,"NSA","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","116","Steeles",1
3892,2020,"D22","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","11","Eringate-Centennial-West Deane",33
3893,2017,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","44","Flemingdon Park",42
3894,2015,"D22","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","158","Islington",75
3895,2022,"D55","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","43","Victoria Village",353
3896,2014,"D11","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","87","High Park-Swansea",4
3897,2015,"D55","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","44","Flemingdon Park",2
3898,2017,"D14","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","85","South Parkdale",3
3899,2015,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","56","Leaside-Bennington",1
3900,2018,"D33","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","149","Parkwoods-O'Connor Hills",2
3901,2015,"D13","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","94","Wychwood",2
3902,2017,"D41","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","119","Wexford/Maryvale",3
3903,2016,"D41","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","157","Bendale South",37
3904,2022,"D43","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","141","Golfdale-Cedarbrae-Woburn",14
3905,2021,"D32","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","41","Bridle Path-Sunnybrook-York Mills",11
3906,2016,"D51","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","166","St Lawrence-East Bayfront-The Islands",327
3907,2018,"D52","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","NSA","NSA",486
3908,2014,"D43","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","138","Eglinton East",1
3909,2017,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","41","Bridle Path-Sunnybrook-York Mills",31
3910,2017,"D13","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","NSA","NSA",6
3911,2017,"D41","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","NSA","NSA",1
3912,2020,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","150","Fenside-Parkwoods",28
3913,2021,"D53","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","41","Bridle Path-Sunnybrook-York Mills",468
3914,2016,"D13","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","94","Wychwood",1
3915,2022,"D51","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","72","Regent Park",3
3916,2018,"D43","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","136","West Hill",13
3917,2016,"D43","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","142","Woburn North",2
3918,2019,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","52","Bayview Village",1
3919,2018,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","97","Yonge-St.Clair",114
3920,2015,"D42","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","143","West Rouge",10
3921,2016,"D32","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","32","Englemount-Lawrence",11
3922,2019,"D13","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","NSA","NSA",1
3923,2016,"D31","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","155","Downsview",315
3924,2018,"D43","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","141","Golfdale-Cedarbrae-Woburn",1
3925,2015,"D11","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","85","South Parkdale",4
3926,2015,"D33","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","49","Bayview Woods-Steeles",4
3927,2015,"D11","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","91","Weston-Pelham Park",5
3928,2019,"D32","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","39","Bedford Park-Nortown",2
3929,2016,"D12","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","90","Junction Area",40
3930,2015,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","74","North St.James Town",5
3931,2017,"D43","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","139","Scarborough Village",18
3932,2016,"D13","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","109","Caledonia-Fairbank",167
3933,2017,"D53","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","174","South Eglinton-Davisville",2
3934,2016,"D23","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","3","Thistletown-Beaumond Heights",4
3935,2022,"D22","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","16","Stonegate-Queensway",3
3936,2018,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","38","Lansing-Westgate",2
3937,2018,"D42","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","130","Milliken",2
3938,2018,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","NSA","NSA",311
3939,2017,"D53","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","39","Bedford Park-Nortown",13
3940,2017,"D11","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","85","South Parkdale",75
3941,2017,"D52","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","166","St Lawrence-East Bayfront-The Islands",142
3942,2018,"D43","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","123","Cliffcrest",59
3943,2016,"D55","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","44","Flemingdon Park",1
